Country;Variable;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Mexico;Financial Institutions Efficiency Index;0.91;0.92;0.83;0.75;0.79;0.75;0.76;0.75;0.71;0.66;0.47;0.58;0.62;0.65;0.61;0.49;0.44;0.53;0.5;0.44;0.5;0.54;0.54;0.58;0.57;0.67;0.39;0.59;0.62;0.56;0.6;0.58;0.6;0.58;0.51;0.54;0.56;0.55;0.56;0.57;0.62
Mexico;Financial Institutions Index;0.35;0.36;0.31;0.27;0.29;0.27;0.28;0.27;0.26;0.26;0.21;0.26;0.3;0.3;0.31;0.26;0.23;0.27;0.26;0.24;0.26;0.28;0.3;0.31;0.31;0.35;0.29;0.36;0.37;0.38;0.4;0.39;0.41;0.41;0.4;0.41;0.42;0.42;0.43;0.45;0.47
Mexico;Financial Markets Access Index;0.12;0.15;0.15;0.16;0.16;0.16;0.2;0.2;0.21;0.21;0.24;0.24;0.3;0.31;0.32;0.36;0.39;0.37;0.35;0.38;0.43;0.45;0.41;0.44;0.46;0.47;0.57;0.53;0.52;0.46;0.49;0.48;0.43;0.43;0.42;0.42;0.41;0.41;0.44;0.42;0.39
Mexico;Financial Markets Depth Index;0.01;0.01;0.01;0.02;0.02;0.02;0.03;0.05;0.04;0.06;0.09;0.14;0.16;0.18;0.14;0.17;0.18;0.19;0.14;0.17;0.14;0.14;0.12;0.14;0.17;0.19;0.22;0.25;0.19;0.27;0.28;0.24;0.28;0.3;0.27;0.29;0.31;0.31;0.28;0.29;0.33
Mexico;Financial Markets Efficiency Index;1;1;0.56;0.38;0.62;0.96;0.9;1;0.62;0.62;0.56;0.38;0.39;0.38;0.54;0.47;0.5;0.41;0.38;0.28;0.44;0.52;0.3;0.23;0.32;0.28;0.29;0.37;0.45;0.27;0.3;0.3;0.28;0.38;0.33;0.32;0.35;0.29;0.3;0.25;0.26
Mexico;Financial Markets Index;0.36;0.37;0.23;0.18;0.25;0.36;0.36;0.4;0.28;0.28;0.28;0.25;0.28;0.29;0.33;0.32;0.35;0.32;0.28;0.27;0.33;0.36;0.27;0.27;0.31;0.31;0.36;0.38;0.38;0.34;0.36;0.34;0.33;0.37;0.34;0.34;0.36;0.34;0.34;0.32;0.33
Micronesia, Federated States of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07;0.07;0.07;0.07;0.07;0.07;0.06;0.05;0.04;0.04;0.04;0.05;0.05;0.05;0.05;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.05;0.06;0.06
Micronesia, Federated States of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0.22;0.22;0.23;0.23;0.23;0.21;0.17;0.15;0.15;0.15;0.15;0.15;0.15;0.19;0.21;0.21;0.23;0.22;0.22;0.21;0.21;0.21;0.2;0.2;0.2
Micronesia, Federated States of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0.05;0.05;0.06;0.06;0.06;0.05;0.04;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.05
Micronesia, Federated States of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.05;0.04;0.04;0.04;0.05;0.03;0.02;0.02;0.02;0.02;0.02;0.04;0.04;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02
Micronesia, Federated States of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14;0.13;0.13;0.13;0.14;0.14;0.12;0.1;0.08;0.09;0.09;0.09;0.09;0.09;0.1;0.11;0.11;0.12;0.12;0.11;0.11;0.11;0.11;0.11;0.11;0.11
Micronesia, Federated States of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micronesia, Federated States of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micronesia, Federated States of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Micronesia, Federated States of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova, Rep. of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0.1;0.08;0.12;0.15;0.14;0.16;0.14;0.14;0.14;0.15;0.18;0.19;0.2;0.22;0.24;0.24;0.22;0.22;0.23;0.24;0.25;0.26;0.23;0.22;0.23;0.23;0.23;0.22
Moldova, Rep. of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0.2;0.15;0.27;0.34;0.33;0.37;0.32;0.31;0.34;0.35;0.42;0.46;0.51;0.54;0.59;0.61;0.63;0.64;0.66;0.67;0.69;0.7;0.57;0.59;0.6;0.62;0.59;0.57
Moldova, Rep. of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.03;0.02;0.05;0.05;0.05;0.06;0.05;0.04;0.05;0.05;0.07;0.08;0.08;0.1;0.12;0.12;0.12;0.09;0.09;0.1;0.1;0.09;0.08;0.07;0.07;0.06;0.06;0.07
Moldova, Rep. of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0.43;0.38;0.28;0.4;0.46;0.43;0.46;0.42;0.43;0.45;0.47;0.5;0.52;0.56;0.6;0.62;0.58;0.46;0.47;0.52;0.54;0.61;0.6;0.63;0.59;0.6;0.6;0.63;0.58
Moldova, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0;0.23;0.2;0.15;0.24;0.29;0.27;0.3;0.27;0.26;0.28;0.3;0.34;0.37;0.4;0.43;0.46;0.46;0.44;0.44;0.45;0.47;0.49;0.49;0.44;0.44;0.44;0.45;0.45;0.42
Moldova, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01
Moldova, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldova, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0;0;0;0;0
Mongolia;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0;0.1;0.09;0.08;0.14;0.09;0.09;0.09;0.16;0.12;0.12;0.13;0.17;0.18;0.19;0.2;0.21;0.23;0.24;0.24;0.25;0.27;0.31;0.31;0.32;0.36;0.38;0.37;0.39;0.35;0.33
Mongolia;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0;0.18;0.16;0.16;0.26;0.19;0.2;0.2;0.34;0.27;0.27;0.3;0.4;0.46;0.48;0.5;0.54;0.54;0.54;0.57;0.58;0.64;0.7;0.72;0.76;0.82;0.89;0.91;0.97;0.75;0.71
Mongolia;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0;0.03;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.03;0.04;0.05;0.06;0.07;0.09;0.09;0.09;0.08;0.09;0.1;0.13;0.13;0.12;0.12;0.11;0.12;0.11;0.11
Mongolia;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0.4;0.33;0.33;0.54;0.31;0.32;0.32;0.56;0.37;0.42;0.38;0.51;0.46;0.46;0.48;0.51;0.61;0.65;0.65;0.69;0.7;0.65;0.65;0.68;0.62;0.61;0.61;0.62;0.63;0.59
Mongolia;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0;0.19;0.16;0.16;0.26;0.17;0.17;0.17;0.3;0.22;0.23;0.23;0.31;0.33;0.35;0.37;0.39;0.43;0.44;0.45;0.46;0.5;0.51;0.54;0.56;0.56;0.59;0.6;0.63;0.53;0.51
Mongolia;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.11;0.07;0.03;0.03;0.03;0.03;0.1;0.1;0.1
Mongolia;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.07;0.06;0.15;0.15;0.16;0.36;0.37;0.32;0.3;0.3;0.3
Mongolia;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mongolia;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.04;0.03;0.09;0.08;0.07;0.15;0.15;0.13;0.15;0.15;0.14
Morocco;Financial Development Index;0.13;0.14;0.15;0.15;0.16;0.15;0.15;0.15;0.15;0.13;0.14;0.15;0.15;0.14;0.18;0.19;0.17;0.19;0.2;0.24;0.26;0.26;0.26;0.28;0.26;0.26;0.27;0.29;0.31;0.33;0.34;0.33;0.33;0.33;0.33;0.34;0.35;0.35;0.35;0.35;0.35
Morocco;Financial Institutions Access Index;0.1;0.11;0.12;0.13;0.13;0.12;0.12;0.13;0.13;0.11;0.11;0.12;0.13;0.13;0.14;0.14;0.13;0.13;0.13;0.14;0.14;0.15;0.15;0.15;0.15;0.19;0.19;0.21;0.23;0.3;0.32;0.34;0.36;0.37;0.38;0.39;0.4;0.4;0.4;0.4;0.4
Morocco;Financial Institutions Depth Index;0.09;0.1;0.11;0.12;0.12;0.11;0.11;0.11;0.12;0.11;0.1;0.11;0.13;0.14;0.14;0.15;0.15;0.15;0.16;0.16;0.18;0.16;0.17;0.16;0.15;0.16;0.17;0.2;0.21;0.21;0.22;0.23;0.24;0.23;0.23;0.22;0.24;0.25;0.25;0.26;0.28
Morocco;Financial Institutions Efficiency Index;0.51;0.53;0.55;0.56;0.56;0.55;0.55;0.55;0.56;0.49;0.52;0.55;0.53;0.46;0.54;0.51;0.49;0.49;0.5;0.52;0.56;0.6;0.56;0.59;0.6;0.59;0.64;0.66;0.59;0.63;0.62;0.58;0.57;0.57;0.57;0.57;0.57;0.57;0.57;0.57;0.56
Morocco;Financial Institutions Index;0.21;0.23;0.24;0.25;0.25;0.24;0.24;0.25;0.25;0.22;0.22;0.24;0.25;0.23;0.26;0.26;0.24;0.25;0.25;0.27;0.28;0.29;0.28;0.29;0.29;0.3;0.32;0.34;0.34;0.38;0.39;0.4;0.41;0.41;0.41;0.41;0.42;0.42;0.43;0.43;0.44
Morocco;Financial Markets Access Index;0.08;0.08;0.09;0.1;0.1;0.09;0.09;0.09;0.1;0.08;0.08;0.09;0.1;0.09;0.16;0.23;0.18;0.23;0.24;0.37;0.43;0.41;0.42;0.49;0.42;0.38;0.38;0.41;0.48;0.48;0.5;0.47;0.47;0.47;0.48;0.49;0.5;0.49;0.5;0.51;0.5
Morocco;Financial Markets Depth Index;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.04;0.03;0.04;0.04;0.04;0.04;0.07;0.1;0.08;0.1;0.1;0.16;0.19;0.18;0.18;0.21;0.18;0.17;0.17;0.18;0.2;0.2;0.22;0.17;0.16;0.15;0.17;0.17;0.2;0.21;0.18;0.18;0.2
Morocco;Financial Markets Efficiency Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.05;0.04;0.05;0.05;0.08;0.09;0.09;0.09;0.1;0.09;0.08;0.08;0.09;0.1;0.1;0.11;0.08;0.08;0.07;0.07;0.08;0.08;0.08;0.08;0.06;0.07
Morocco;Financial Markets Index;0.04;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.04;0.05;0.05;0.05;0.05;0.09;0.12;0.1;0.13;0.13;0.2;0.24;0.23;0.23;0.27;0.23;0.21;0.21;0.23;0.26;0.26;0.28;0.24;0.24;0.23;0.24;0.25;0.26;0.26;0.25;0.25;0.26
Mozambique, Rep. of;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0.09;0.1;0.11;0.09;0.09;0.09;0.06;0.06;0.06;0.05;0.05;0.11;0.09;0.08;0.09;0.09;0.1;0.1;0.11;0.12;0.12;0.11;0.11;0.12;0.13;0.14;0.13;0.12;0.12;0.12;0.16
Mozambique, Rep. of;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0.04;0.04;0.05;0.04;0.04;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.03;0.03;0.03;0.03;0.04;0.04;0.05;0.05;0.06;0.07;0.07;0.08;0.09;0.1;0.1;0.1;0.1;0.09;0.09
Mozambique, Rep. of;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0.03;0.05;0.05;0.04;0.04;0.04;0.03;0.03;0.04;0.04;0.04;0.04;0.06;0.04;0.04;0.04;0.04;0.04;0.05;0.07;0.08;0.08;0.08;0.1;0.11;0.11;0.11;0.1;0.09;0.09;0.1
Mozambique, Rep. of;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0.56;0.56;0.6;0.5;0.5;0.53;0.33;0.35;0.29;0.19;0.19;0.65;0.42;0.41;0.49;0.47;0.59;0.57;0.56;0.56;0.52;0.49;0.5;0.52;0.53;0.53;0.46;0.45;0.5;0.48;0.5
Mozambique, Rep. of;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0.18;0.18;0.2;0.16;0.16;0.17;0.11;0.12;0.1;0.08;0.08;0.2;0.15;0.14;0.15;0.15;0.19;0.18;0.19;0.2;0.2;0.19;0.2;0.21;0.22;0.23;0.21;0.2;0.21;0.2;0.21
Mozambique, Rep. of;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0
Mozambique, Rep. of;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0.02;0.02;0.03;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.06;0.05;0.05;0.06;0.05;0.05;0.04;0.08;0.08;0.09;0.06;0.05;0.08;0.07;0.09;0.12;0.07;0.06;0.07;0.24
Mozambique, Rep. of;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mozambique, Rep. of;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.03;0.03;0.04;0.02;0.02;0.03;0.03;0.04;0.05;0.03;0.02;0.03;0.09
Myanmar;Financial Development Index;0.11;0.11;0.11;0.11;0.1;0.1;0.1;0.1;0.09;0.06;0.09;0.1;0.11;0.09;0.1;0.12;0.12;0.12;0.09;0.1;0.1;0.1;0.1;0.09;0.09;0.11;0.09;0.09;0.09;0.1;0.08;0.1;0.1;0.11;0.11;0.1;0.11;0.11;0.12;0.12;0.12
Myanmar;Financial Institutions Access Index;0.02;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.05;0.05;0.05;0.07;0.08;0.09;0.09
Myanmar;Financial Institutions Depth Index;0.02;0.02;0.02;0.02;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.03;0.04;0.05;0.05;0.06;0.06;0.07
Myanmar;Financial Institutions Efficiency Index;0.75;0.76;0.74;0.74;0.69;0.71;0.72;0.68;0.62;0.45;0.6;0.69;0.73;0.64;0.67;0.81;0.81;0.81;0.62;0.7;0.72;0.65;0.65;0.65;0.65;0.77;0.67;0.68;0.66;0.74;0.58;0.67;0.66;0.72;0.72;0.59;0.63;0.64;0.68;0.63;0.63
Myanmar;Financial Institutions Index;0.21;0.22;0.21;0.21;0.19;0.2;0.2;0.19;0.17;0.12;0.17;0.2;0.21;0.18;0.19;0.23;0.23;0.23;0.18;0.2;0.2;0.19;0.19;0.18;0.18;0.21;0.18;0.19;0.18;0.2;0.16;0.19;0.19;0.21;0.22;0.19;0.2;0.22;0.24;0.23;0.23
Myanmar;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myanmar;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0;0;0
Myanmar;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Myanmar;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Namibia;Financial Development Index;0;0;0;0;0;0;0;0;0;0;0.18;0.18;0.24;0.25;0.26;0.26;0.28;0.27;0.27;0.32;0.31;0.31;0.31;0.3;0.34;0.31;0.31;0.32;0.38;0.49;0.5;0.51;0.51;0.52;0.53;0.54;0.56;0.54;0.56;0.41;0.41
Namibia;Financial Institutions Access Index;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.13;0.14;0.14;0.15;0.16;0.15;0.16;0.16;0.15;0.17;0.17;0.15;0.17;0.17;0.18;0.19;0.28;0.33;0.36;0.37;0.36;0.38;0.4;0.41;0.47;0.43;0.45;0.45;0.45
Namibia;Financial Institutions Depth Index;0;0;0;0;0;0;0;0;0;0;0.3;0.3;0.49;0.53;0.55;0.59;0.57;0.58;0.6;0.74;0.75;0.75;0.75;0.76;0.76;0.79;0.74;0.76;0.77;0.78;0.78;0.78;0.78;0.79;0.79;0.8;0.77;0.79;0.81;0.85;0.86
Namibia;Financial Institutions Efficiency Index;0;0;0;0;0;0;0;0;0;0;0.55;0.56;0.59;0.59;0.61;0.65;0.68;0.65;0.64;0.66;0.63;0.66;0.67;0.55;0.59;0.59;0.57;0.59;0.61;0.58;0.58;0.62;0.62;0.62;0.62;0.63;0.63;0.6;0.61;0.61;0.62
Namibia;Financial Institutions Index;0;0;0;0;0;0;0;0;0;0;0.31;0.32;0.42;0.44;0.45;0.49;0.49;0.48;0.49;0.56;0.55;0.57;0.57;0.54;0.55;0.57;0.55;0.56;0.61;0.63;0.64;0.66;0.65;0.67;0.68;0.68;0.7;0.68;0.7;0.72;0.73
Namibia;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.05;0.04;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.06;0.05;0.1;0.05;0.05
Namibia;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0.02;0.02;0.02;0.02;0.03;0.03;0.05;0.06;0.05;0.08;0.05;0.04;0.04;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.03;0.05;0.08;0.14;0.16;0.14;0.13;0.16;0.17
Namibia;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0.07;0.08;0.08;0.02;0.1;0.04;0.04;0.04;0.08;0.04;0.02;0.05;0.27;0.06;0.14;0.15;0.37;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.99;0.05;0.02
Namibia;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0.05;0.05;0.05;0.03;0.06;0.05;0.04;0.06;0.06;0.05;0.04;0.05;0.11;0.04;0.07;0.07;0.14;0.34;0.34;0.34;0.34;0.35;0.36;0.39;0.39;0.38;0.39;0.09;0.09
Nepal;Financial Development Index;0.06;0.07;0.07;0.06;0.06;0.07;0.07;0.07;0.08;0.09;0.09;0.09;0.09;0.09;0.1;0.11;0.11;0.11;0.1;0.11;0.11;0.11;0.11;0.07;0.11;0.12;0.12;0.12;0.13;0.14;0.14;0.14;0.14;0.15;0.15;0.16;0.17;0.18;0.19;0.2;0.21
Nepal;Financial Institutions Access Index;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.03;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.04;0.04;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.07;0.08;0.12;0.13;0.13;0.14;0.15;0.16;0.19;0.24;0.27;0.33
Nepal;Financial Institutions Depth Index;0.02;0.03;0.03;0.02;0.02;0.03;0.03;0.03;0.03;0.03;0.03;0.04;0.03;0.04;0.05;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.07;0.08;0.08;0.09;0.1;0.11;0.13;0.15;0.15;0.15;0.16;0.16;0.17;0.19;0.23;0.23;0.26;0.26;0.28
Nepal;Financial Institutions Efficiency Index;0.42;0.45;0.44;0.36;0.37;0.43;0.48;0.47;0.54;0.58;0.57;0.59;0.58;0.62;0.64;0.66;0.66;0.66;0.57;0.64;0.65;0.64;0.62;0.33;0.66;0.72;0.68;0.65;0.7;0.7;0.65;0.62;0.61;0.62;0.61;0.62;0.65;0.64;0.62;0.62;0.61
Nepal;Financial Institutions Index;0.13;0.14;0.13;0.11;0.11;0.13;0.14;0.14;0.16;0.18;0.17;0.18;0.17;0.19;0.2;0.21;0.21;0.21;0.19;0.21;0.21;0.21;0.21;0.14;0.22;0.24;0.24;0.24;0.26;0.28;0.27;0.27;0.28;0.29;0.29;0.3;0.34;0.34;0.37;0.39;0.42
Nepal;Financial Markets Access Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;Financial Markets Depth Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;Financial Markets Efficiency Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nepal;Financial Markets Index;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands, The;Financial Development Index;0.49;0.48;0.49;0.51;0.52;0.56;0.58;0.6;0.59;0.61;0.61;0.61;0.61;0.62;0.66;0.65;0.72;0.79;0.83;0.82;0.85;0.81;0.8;0.83;0.84;0.84;0.86;0.85;0.77;0.8;0.8;0.78;0.74;0.73;0.72;0.72;0.72;0.74;0.73;0.68;0.67
Netherlands, The;Financial Institutions Access Index;0.6;0.6;0.6;0.59;0.58;0.59;0.61;0.64;0.75;0.72;0.69;0.76;0.74;0.77;0.74;0.68;0.74;0.74;0.78;0.72;0.64;0.56;0.53;0.58;0.64;0.56;0.58;0.61;0.6;0.56;0.52;0.49;0.46;0.43;0.4;0.38;0.35;0.33;0.31;0.29;0.24
Netherlands, The;Financial Institutions Depth Index;0.9;0.9;0.9;0.9;0.89;0.9;0.91;0.92;0.95;0.95;0.95;0.95;0.96;0.96;0.97;0.97;0.98;0.99;0.99;0.96;0.95;0.9;0.87;0.88;0.89;0.9;0.89;0.9;0.87;0.94;0.9;0.9;0.89;0.88;0.87;0.84;0.83;0.82;0.8;0.79;0.79
Netherlands, The;Financial Institutions Efficiency Index;0.73;0.73;0.73;0.73;0.73;0.73;0.74;0.74;0.76;0.75;0.81;0.8;0.81;0.8;0.83;0.82;0.83;0.8;0.81;0.81;0.76;0.68;0.73;0.79;0.8;0.84;0.81;0.74;0.59;0.61;0.66;0.65;0.64;0.65;0.65;0.68;0.75;0.77;0.75;0.74;0.73
Netherlands, The;Financial Institutions Index;0.84;0.84;0.84;0.83;0.83;0.83;0.85;0.86;0.93;0.91;0.92;0.95;0.94;0.95;0.95;0.92;0.96;0.95;0.97;0.93;0.88;0.81;0.79;0.84;0.87;0.85;0.85;0.84;0.78;0.81;0.78;0.77;0.75;0.73;0.72;0.7;0.7;0.69;0.67;0.65;0.63
Netherlands, The;Financial Markets Access Index;0.12;0.07;0.09;0.06;0.12;0.21;0.17;0.16;0.18;0.22;0.18;0.2;0.22;0.2;0.24;0.18;0.27;0.31;0.28;0.37;0.33;0.33;0.36;0.4;0.4;0.41;0.5;0.43;0.34;0.35;0.42;0.34;0.41;0.4;0.38;0.36;0.36;0.5;0.5;0.5;0.5
Netherlands, The;Financial Markets Depth Index;0.05;0.05;0.06;0.09;0.1;0.18;0.2;0.19;0.18;0.26;0.19;0.22;0.21;0.26;0.34;0.39;0.54;0.77;0.82;0.84;0.95;0.96;0.91;0.91;0.91;0.92;0.98;0.99;0.83;0.89;0.92;0.88;0.88;0.93;0.91;0.93;0.95;0.96;0.96;0.96;0.96
Netherlands, The;Financial Markets Efficiency Index;0.2;0.23;0.24;0.35;0.39;0.42;0.5;0.63;0.34;0.39;0.45;0.31;0.32;0.35;0.42;0.5;0.56;0.65;0.83;0.75;1;1;1;1;1;1;1;1;1;1;1;1;0.79;0.72;0.75;0.75;0.75;0.75;0.75;0.5;0.5
Netherlands, The;Financial Markets Index;0.12;0.11;0.12;0.16;0.2;0.27;0.28;0.32;0.24;0.29;0.27;0.25;0.25;0.27;0.34;0.36;0.47;0.59;0.66;0.67;0.78;0.78;0.77;0.79;0.79;0.8;0.85;0.83;0.74;0.76;0.8;0.76;0.71;0.71;0.7;0.7;0.71;0.76;0.76;0.68;0.68
New Zealand;Financial Development Index;0.25;0.26;0.27;0.27;0.29;0.38;0.41;0.45;0.4;0.4;0.42;0.45;0.47;0.47;0.51;0.52;0.51;0.56;0.63;0.64;0.65;0.6;0.54;0.5;0.5;0.49;0.54;0.54;0.53;0.55;0.55;0.57;0.57;0.55;0.56;0.55;0.59;0.6;0.59;0.6;0.63
